Date,Open,High,Low,Close,Volume
20-04-2020,67.4526307,68.35781863,67.18568232,67.20509338,130015200
21-04-2020,67.04736147,67.28276042,64.41429254,65.12776947,180991600
22-04-2020,66.39940159,67.44049663,66.05723069,67.00367737,116862400
23-04-2020,66.94786807,68.37482206,66.70518902,66.74401855,124814400
24-04-2020,67.27063536,68.68060004,67.22209659,68.67089081,126161200
27-04-2020,68.38692972,69.05187513,67.93797956,68.71940613,117087600
28-04-2020,69.18294369,69.36495298,67.51331796,67.60552979,112004800
29-04-2020,69.09799751,70.29683242,68.89414803,69.82603455,137280800
30-04-2020,70.36721611,71.47626116,69.97650639,71.29910278,183064000
01-05-2020,69.46686565,72.56102299,69.36979553,70.15122223,240616800
04-05-2020,70.17548158,71.27238787,69.48384503,71.14376831,133568000
05-05-2020,71.60488074,73.0463949,71.45927182,72.21157837,147751200
06-05-2020,72.91533768,73.58998507,72.52947892,72.95659637,142333600
07-05-2020,73.58512855,74.05835558,73.28177979,73.71131897,115215200
08-05-2020,74.37320609,75.51931637,74.04470106,75.46578217,133838400
11-05-2020,74.97182191,77.14967462,74.76254909,76.65327454,145946400
12-05-2020,77.33947269,77.79208148,75.65559183,75.77725983,162301200
13-05-2020,75.95732422,76.88200539,73.78189998,74.86231232,200622400
14-05-2020,74.0982477,75.38306148,73.37310374,75.32222748,158929200
15-05-2020,73.08596567,74.92314941,73.05189506,74.87691498,166348400
18-05-2020,76.20550921,77.01581451,75.51200039,76.64107513,135178400
19-05-2020,76.65812804,77.50736817,76.16659207,76.19822693,101729600
20-05-2020,77.05961894,77.75069208,77.0206843,77.68013,111504800
21-05-2020,77.5414354,78.08407725,76.86252602,77.10099792,102688800
22-05-2020,76.83819763,77.68014545,76.73600068,77.59741211,81803200
26-05-2020,78.71917419,78.89924041,77.01582266,77.0717926,125522000
27-05-2020,76.92824326,77.55361111,76.18606404,77.40760803,112945200
28-05-2020,77.08152577,78.70457982,76.80412665,77.44166565,133560800
29-05-2020,77.68501865,78.14735557,77.00854486,77.36624908,153532400
01-06-2020,77.3200165,78.43936362,77.18861298,78.31769562,80791200
02-06-2020,78.05000523,78.70457953,77.60713203,78.68024445,87642800
03-06-2020,79.0014556,79.37619506,78.42717886,79.11338806,104491200
04-06-2020,78.9357445,79.23504294,78.05729795,78.43203735,87560400
05-06-2020,78.68269152,80.72671229,78.65349239,80.6658783,137250400
08-06-2020,80.36170066,81.17687761,79.64872808,81.14280701,95654400
09-06-2020,80.82160645,84.09933458,80.78997159,83.70513153,147712400
10-06-2020,84.65658514,86.32830212,84.21614762,85.85866547,166651600
11-06-2020,84.99967763,85.42551553,81.63434481,81.73654175,201662400
12-06-2020,83.88275926,84.63223063,81.32773208,82.44220734,200146000
15-06-2020,81.09168748,84.11635089,80.92864916,83.46177673,138808800
16-06-2020,85.52285421,85.94626383,83.88277222,85.67372131,165428800
17-06-2020,86.42076456,86.48159855,85.43282116,85.55448914,114406400
18-06-2020,85.51067748,86.00708484,84.97777121,85.58854675,96820400
19-06-2020,86.29665757,86.76385839,83.98739455,85.09944153,264476000
22-06-2020,85.49364659,87.46953319,85.44741216,87.32596588,135445200
23-06-2020,88.57428649,90.61344295,88.15331262,89.18992615,212155600
24-06-2020,88.81763518,89.73988065,87.24081531,87.61555481,192623200
25-06-2020,87.77127202,88.81761353,87.00962937,88.77867889,137522400
26-06-2020,88.67406487,88.8955015,85.90246451,86.05090332,205256800
29-06-2020,85.95842513,88.12898509,85.47905301,88.03408051,130646000
30-06-2020,87.62040544,89.05609348,87.60094183,88.76895142,140223200
01-07-2020,88.84681537,89.39188549,88.55238097,88.6010437,110737200
02-07-2020,89.51112515,90.14866411,88.48668294,88.6010437,114041600
06-07-2020,90.03430075,91.44078223,90.00266588,90.97114563,118655600
07-07-2020,91.35074735,92.13185365,90.57694084,90.68887329,112424400
08-07-2020,91.6695223,92.83266788,91.5819175,92.80103302,117092000
09-07-2020,93.69650375,93.75003795,92.14889068,93.20010376,125642800
10-07-2020,92.79372347,93.42153434,92.1805196,93.36312866,90257200
13-07-2020,94.67228465,97.29058186,92.71829726,92.93243408,191649200
14-07-2020,92.31191801,94.66254407,91.37508059,94.47031403,170989200
15-07-2020,96.35131273,96.60194849,93.91795293,95.12003326,153198000
16-07-2020,93.98851961,94.80856065,93.34854481,93.94958496,110577600
17-07-2020,94.40218372,94.55791486,93.28526519,93.75977325,92186800
20-07-2020,93.84738986,95.87437529,93.5018495,95.735672,90318000
21-07-2020,96.5289347,96.60436825,94.16370907,94.41434479,103433200
22-07-2020,94.11503952,95.36335409,94.02744215,94.67958069,89001600
23-07-2020,94.41192424,94.48979354,89.55737591,90.37011719,197004400
24-07-2020,88.56212064,90.49177292,86.76872848,90.1462326,185438800
27-07-2020,91.21205333,92.37519896,90.9881884,92.2827301,121214000
28-07-2020,91.8520228,92.02966072,90.76187505,90.76674652,103625600
29-07-2020,91.25098498,92.69153713,91.21448607,92.50659943,90329200
30-07-2020,91.67682264,93.73057873,91.26802001,93.62594604,158130000
31-07-2020,100.1424631,103.5783649,98.1373701,103.4274979,374336800
03-08-2020,105.3158016,108.6616711,105.0165031,106.0336456,308151200
04-08-2020,106.2234458,107.8367644,105.498302,106.7417526,173071600
05-08-2020,106.4619239,107.4498674,105.9947156,107.1286621,121776800
06-08-2020,107.4620345,111.36271,106.8707298,110.8663025,202428800
07-08-2020,110.3860269,110.8443244,107.546054,108.3456345,198045600
10-08-2020,109.7961132,110.9418572,107.2608581,109.9204407,212403600
11-08-2020,109.1818342,109.6815694,106.3906103,106.6514511,187902400
12-08-2020,107.7459676,110.4543082,107.5509508,110.1959076,165598000
13-08-2020,111.5805591,113.1529089,111.0905695,112.1461182,210082000
14-08-2020,111.9705883,112.1363533,110.2300335,112.0461578,165565200
17-08-2020,113.1723866,113.1967656,111.124681,111.7536163,119561600
18-08-2020,111.5049764,113.1114507,111.1685662,112.684845,105633600
19-08-2020,113.0944018,114.2450188,112.7311799,112.8262482,145538000
20-08-2020,112.8676852,115.4443855,112.8506191,115.3298111,126907200
21-08-2020,116.292696,121.7581271,116.2805103,121.2730179,338054800
24-08-2020,125.4927725,125.5781026,120.8513076,122.7234955,345937600
25-08-2020,121.5923853,122.0628687,119.9883436,121.7167053,211495600
26-08-2020,123.0379628,123.8302306,121.9677884,123.371933,163022400
27-08-2020,123.9764847,124.3104548,120.7489031,121.8970871,155552400
28-08-2020,122.8746267,123.2939194,121.4753624,121.6996384,187630000
31-08-2020,124.4031081,127.7379443,122.8624502,125.8267441,225702700
01-09-2020,129.4541369,131.4433471,127.2796703,130.8387756,151948100
02-09-2020,134.1638234,134.5441113,123.837532,128.1279602,200119000
03-09-2020,123.7497938,125.6317274,117.4994068,117.8699417,257599600
04-09-2020,117.0800922,120.6196975,108.1286865,117.9479294,332607200
08-09-2020,111.1125173,116.0270167,109.874145,110.0106583,231366600
09-09-2020,114.3400865,116.1732696,112.389889,114.3985901,176940500
10-09-2020,117.3628868,117.4994,109.69861,110.6639557,182274400
11-09-2020,111.7170552,112.3606239,107.2608546,109.2110519,180860300
14-09-2020,111.8633184,113.0431869,109.9911308,112.487381,140150100
15-09-2020,115.3834369,115.8709862,110.7809696,112.6629105,184642000
16-09-2020,112.3606498,113.1114726,109.2500819,109.3378372,154679000
17-09-2020,106.9878507,109.4060917,106.0029987,107.5924072,178011000
18-09-2020,107.6509069,108.1189501,103.4482261,104.1795502,287104900
21-09-2020,101.9368267,107.4461363,100.5326821,107.3388748,195713800
22-09-2020,109.8741336,110.0496517,106.4417891,109.025795,183055400
23-09-2020,108.8405278,109.3183241,104.1112928,104.4525833,150718700
24-09-2020,102.5511306,107.5046338,102.3853656,105.5251846,167743300
25-09-2020,105.7299564,109.6401045,104.9888793,109.4840851,149981400
28-09-2020,112.1460937,112.4483719,109.9716205,112.0973358,137672400
29-09-2020,111.6975678,112.4386375,110.7419677,111.2490158,99382200
30-09-2020,110.9564819,114.3400756,110.7907169,112.926178,142675200
01-10-2020,114.7106073,114.788617,112.9456811,113.8817749,116120400
02-10-2020,110.0789207,112.4971693,109.4256061,110.2056808,144712000
05-10-2020,111.073497,113.7452653,110.7224608,113.598999,106243800
06-10-2020,112.8189382,113.2284854,109.45485,110.3421936,161498200
07-10-2020,111.7658186,112.6726607,111.2880148,112.2143631,96849000
08-10-2020,113.3552266,113.5014929,111.7365592,112.1071014,83477200
09-10-2020,112.4093926,114.0865638,112.0583564,114.057312,100506900
12-10-2020,117.0703445,122.0628524,116.3097687,121.3022766,240226800
13-10-2020,122.1506016,122.2676161,116.6705521,118.0844421,262330500
14-10-2020,117.9869472,119.9663964,116.6413136,118.1722183,150712000
15-10-2020,115.7637108,118.1819512,115.2079049,117.704155,112559200
16-10-2020,118.259969,118.5232499,115.8514741,116.0562439,115393800
19-10-2020,116.9728697,117.4214143,112.7799486,113.09198,120639300
20-10-2020,113.3064627,116.0172433,112.7506568,114.583847,124423700
21-10-2020,113.7647536,115.7539557,113.5502308,113.9597778,89946000
22-10-2020,114.5253484,115.1006605,111.7365653,112.8676834,101988000
23-10-2020,113.4917203,113.6477396,111.4342618,112.1753387,82572600
26-10-2020,111.1710009,113.6477524,110.0691346,112.1851044,111850700
27-10-2020,112.6141426,114.3595701,111.6878018,113.6965027,92276800
28-10-2020,112.1851209,112.5556557,108.3334761,108.4309845,143937800
29-10-2020,109.5718414,114.018289,109.406069,112.4483795,146129200
30-10-2020,108.2944682,109.2013104,105.0376418,106.1492538,190272600
02-11-2020,106.3930227,107.9239274,104.6475951,106.0614853,122866900
03-11-2020,106.9293275,108.7137524,106.0224854,107.6899033,107624400
04-11-2020,111.2977655,112.7116557,109.5523379,112.0875931,138235500
05-11-2020,115.0128859,116.6413064,113.959785,116.0659943,126387100
06-11-2020,115.572739,116.4323037,113.433586,115.9341507,114457900
09-11-2020,117.7021083,119.1575099,113.3554359,113.6191635,154515300
10-11-2020,112.8670517,114.8596785,111.480017,113.277298,138023400
11-11-2020,114.468984,116.8523249,113.7363982,116.7155762,112295000
12-11-2020,116.8425615,117.7314284,115.8169383,116.4420776,103162300
13-11-2020,116.666719,116.8913744,115.1331732,116.4908981,81581900
16-11-2020,116.1587895,118.1807258,115.4066715,117.506752,91183000
17-11-2020,116.7741779,117.868168,116.1978733,116.6178894,74271000
18-11-2020,115.8559863,117.0378904,115.2601494,115.2894516,76322100
19-11-2020,114.8596842,116.2955536,114.0977961,115.8853073,74113000
20-11-2020,115.8852891,116.0122679,114.5666363,114.6154709,73604300
23-11-2020,114.4592106,114.8889967,111.1088511,111.2065277,127959300
24-11-2020,111.2651262,113.1600762,109.9757681,112.4958649,113874200
25-11-2020,112.8670562,114.0391905,112.4958747,113.335907,76499200
27-11-2020,113.8633641,114.7620008,113.5214922,113.8828964,46691300
30-11-2020,114.2540831,118.1612074,114.0977945,116.2857895,169410200
01-12-2020,118.2002877,120.6031684,117.2235066,119.8705826,127728200
02-12-2020,119.1868208,120.5054811,118.0830609,120.2222137,89004200
03-12-2020,120.6519765,120.9059416,119.3723959,120.0854492,78967600
04-12-2020,119.7533403,120.0073055,118.6984151,119.4114685,78260400
07-12-2020,119.4700809,121.6776081,119.4114765,120.8766479,86712000
08-12-2020,121.4822648,122.0781019,120.2319788,121.4920273,82225500
09-12-2020,121.6385404,123.0255677,118.1905046,118.9523926,115089200
10-12-2020,117.7021088,120.9938634,117.360237,120.3784866,81312200
11-12-2020,119.5873119,119.9096514,117.7509661,119.5677795,86939800
14-12-2020,119.7533527,120.4859385,118.7179672,118.9523926,79184500
15-12-2020,121.4529531,124.9302988,121.24783,124.910759,157243700
16-12-2020,124.4516703,125.3893717,123.6214005,124.8423767,98208600
17-12-2020,125.9070689,126.5712878,125.0670366,125.7117157,94359800
18-12-2020,125.965685,126.1024337,123.1916231,123.7190857,192541500
21-12-2020,122.1171584,125.3307688,120.5836125,125.2526245,121251600
22-12-2020,128.5541665,131.2891567,126.6396689,128.8179016,168904800
23-12-2020,129.0913924,129.3551126,127.7434298,127.9192581,88223700
24-12-2020,128.2708905,130.3612013,128.0559975,128.9057922,54930100
28-12-2020,130.8789289,134.1511372,130.4100631,133.5162354,124486200
29-12-2020,134.8446204,135.5674288,131.2207564,131.7384491,121047300
30-12-2020,132.4319868,132.8324707,130.3025962,130.6151733,96452100
31-12-2020,130.9668256,131.6115048,128.6616214,129.6091003,99116600
04-01-2021,130.4198059,130.5077126,123.8167641,126.4052353,143301900
05-01-2021,125.8973226,128.6811548,125.4479967,127.9680939,97664900
06-01-2021,124.7544818,128.0071646,123.4455913,123.6604843,155088000
07-01-2021,125.3796082,128.5736862,124.8912177,127.8801651,109578200
08-01-2021,129.3550991,129.5504673,127.2061839,128.9839325,105158200
11-01-2021,126.1903448,127.1475861,125.5163635,125.9852142,100384500
12-01-2021,125.5163652,126.678737,123.9144448,125.8094025,91951100
13-01-2021,125.7703349,128.3978785,125.5066147,127.8508835,88636800
14-01-2021,127.7629551,127.9583083,125.7703135,125.9168396,90221800
15-01-2021,125.7898706,127.1964378,124.0512014,124.1879501,111598500
19-01-2021,124.8130736,125.7214876,123.9925811,124.8619156,90757300
20-01-2021,125.6726241,129.4136965,125.5651776,128.9643707,104319500
21-01-2021,130.6932916,136.4269909,130.4881611,133.6920013,120150900
22-01-2021,133.115715,136.6028304,131.8849763,135.8409424,114459400
25-01-2021,139.7480733,141.7211604,133.3696793,139.6015472,157611700
26-01-2021,140.265754,140.9494977,138.0875217,139.835968,98390600
27-01-2021,140.0997057,140.9495154,137.1498375,138.7615204,140843800
28-01-2021,136.2804762,138.6931263,133.5259469,133.9068909,142621100
29-01-2021,132.6761643,133.5650386,127.1866599,128.8960266,177523800
01-02-2021,130.6444619,132.2366197,127.8899322,131.0254059,106239800
02-02-2021,132.5784908,133.1450256,131.4845008,131.8556824,83305400
03-02-2021,132.6078122,132.6175895,130.5077385,130.8300781,89880900
04-02-2021,133.1352634,134.2097136,131.4649612,134.1999512,84183100
05-02-2021,134.3613836,134.4298527,132.9037994,133.7842102,75693800
08-02-2021,133.070067,133.9798385,131.9842193,133.9309235,71297200
09-02-2021,133.6472187,134.8798113,132.8939842,133.0504913,76774200
10-02-2021,133.510279,134.0091912,131.4755366,132.4440002,73046600
11-02-2021,132.9429013,133.4222446,130.8592588,132.1896667,64280000
12-02-2021,131.4266437,132.5809606,130.7810013,132.4244385,60145100
16-02-2021,132.5418265,133.0505009,129.9005649,130.2918701,80576300
17-02-2021,128.3940861,129.3429807,126.6528189,127.9930038,97918500
18-02-2021,126.3886915,127.171287,124.6376472,126.8876038,96856700
19-02-2021,127.4060341,127.8658083,125.9973656,127.044075,87668800
22-02-2021,125.2245665,126.8973644,122.8670107,123.2583084,103916400
23-02-2021,121.0670645,123.9528715,115.8139096,123.1213684,158273000
24-02-2021,122.2213846,122.827889,119.5703535,122.6224594,111039900
25-02-2021,121.9670406,123.7083077,117.917125,118.3573303,148199500
26-02-2021,119.9225297,122.1333559,118.5627757,118.6214752,164560400
01-03-2021,121.0572759,125.146322,120.1181658,125.0093689,116307900
02-03-2021,125.6159124,125.9191647,122.289892,122.3974991,102260900
03-03-2021,122.0942146,122.9746326,119.1888386,119.4040527,112966300
04-03-2021,119.1008049,120.9105487,116.0389142,117.5160522,178155000
05-03-2021,118.3475638,119.286674,115.0117594,118.7779846,153766600
08-03-2021,118.2986386,118.3671151,113.6813416,113.8280792,154376600
09-03-2021,116.4399736,119.4040413,116.205198,118.4551468,129525800
10-03-2021,119.0421144,119.5116658,116.8508499,117.3693237,111943300
11-03-2021,119.8736177,120.5290372,118.6214708,119.3062363,103026500
12-03-2021,117.780165,118.5334069,116.5671488,118.3964539,88105100
15-03-2021,118.768213,121.301853,117.7997493,121.2920685,92403800
16-03-2021,122.9648609,124.451791,122.0061891,122.8376923,115227900
17-03-2021,121.3507686,123.1213819,119.6779703,122.0453186,111932600
18-03-2021,120.206205,120.4996801,117.7019114,117.907341,121229700
19-03-2021,117.2910437,118.7877505,117.0758295,117.3790817,185549500
22-03-2021,117.7117096,121.1746827,117.6432331,120.7051239,111912300
23-03-2021,120.6464148,121.5366099,119.4823061,119.8736038,95467100
24-03-2021,120.1475215,120.2257825,117.4573596,117.4769211,88530500
25-03-2021,116.9388858,119.0127586,116.4106349,117.9660339,98844700
26-03-2021,117.7312528,118.8366694,116.3323685,118.5725403,94071200
29-03-2021,119.002979,119.9127431,118.1029994,118.7486343,80819200
30-03-2021,117.4964911,117.7801818,116.2736902,117.2910614,85671900
31-03-2021,119.002968,120.8322731,118.5138477,119.4920883,118323800
01-04-2021,120.9692432,121.477925,119.8246959,120.3236008,75089100
05-04-2021,121.1746722,123.4148442,120.3920767,123.1604996,88651200
06-04-2021,123.7474358,124.3637247,122.9159328,123.4637451,80171300
07-04-2021,123.0920312,125.1365507,122.4170427,125.1169891,83466700
08-04-2021,126.1441148,127.5527835,125.7234785,127.5234375,88844600
09-04-2021,126.9756209,130.1451106,126.6527998,130.1059875,106686700
12-04-2021,129.6364393,129.9592605,127.7875653,128.3842926,91420000
13-04-2021,129.5582085,131.7299042,129.0592962,131.5048981,91266500
14-04-2021,132.003757,132.062449,128.7951298,129.157074,87222800
15-04-2021,130.908183,132.0624999,130.7320919,131.5733795,89347100
16-04-2021,131.3777215,131.7396658,130.3799119,131.2407684,84922400
19-04-2021,130.6048832,132.5222411,130.4385841,131.9059448,94264200
20-04-2021,132.0820509,132.5809483,128.941892,130.2136078,94812300
21-04-2021,129.4799296,130.8396834,128.4429969,130.5951233,68847100
22-04-2021,130.1451477,131.2309956,128.5506254,129.0690918,84566500
23-04-2021,129.2842747,132.1798583,129.2842747,131.3972778,78657500
26-04-2021,131.896166,132.1211571,130.6537964,131.788559,66905100
27-04-2021,132.0722637,132.4635689,131.1918531,131.4657593,66015800
28-04-2021,131.3875124,132.0820699,130.1842805,130.6734009,107760100
29-04-2021,133.5005065,134.0874569,129.5679748,130.5755615,151101000
30-04-2021,128.9125471,130.6538142,128.2180046,128.5995178,109839500
03-05-2021,129.1668399,131.1526814,128.9614178,129.6559601,75135100
04-05-2021,128.3353894,128.6288646,123.9430836,125.0680618,137564700
05-05-2021,126.3886854,127.6114862,125.1854536,125.3126297,84000900
06-05-2021,125.1072028,126.9267311,124.3637377,126.916954,78128300
07-05-2021,128.2202078,128.6219563,126.8777316,127.593071,78973300
10-05-2021,126.8091608,126.9365379,124.2614088,124.3006058,88071200
11-05-2021,121.0179407,123.7322669,120.3026087,123.379509,126142800
12-05-2021,120.9199479,122.1350247,119.7930588,120.3026047,112172300
13-05-2021,122.0762204,123.6146666,121.762652,122.4583817,105861300
14-05-2021,123.7126624,125.3197016,123.3207,124.8885422,81918000
17-05-2021,124.2712186,124.3790084,122.6543782,123.7322693,74244600
18-05-2021,124.0164139,124.4377722,122.2721893,122.3407822,63342900
19-05-2021,120.6847641,122.4093867,120.3907905,122.1840134,92612000
20-05-2021,122.713182,125.1531369,122.5857899,124.7513733,76857100
21-05-2021,125.2510996,125.4274823,122.6935542,122.9091339,79295400
24-05-2021,123.4774881,125.3686998,123.4088952,124.545578,63092900
25-05-2021,125.2511177,125.7410764,123.7812642,124.3496094,72009500
26-05-2021,124.4083956,124.8297539,123.8792475,124.3006058,56575900
27-05-2021,123.8988515,125.0747313,122.5661838,122.7621613,94625600
28-05-2021,123.0463266,123.2717074,122.0468296,122.1056213,71311100
01-06-2021,122.5661742,122.8307446,121.4490863,121.7822495,67637100
02-06-2021,121.7822397,122.7229449,121.5568664,122.5465622,59278900
03-06-2021,122.1742169,122.3407985,120.6553654,121.0571289,76229200
04-06-2021,121.576472,123.6244716,121.3608923,123.3598938,75169300
07-06-2021,123.6342602,123.7812471,122.3211949,123.3696899,71057600
08-06-2021,124.0556167,125.8782429,123.6734555,124.1928024,74403800
09-06-2021,124.653368,125.1825162,123.9772331,124.5749741,56877900
10-06-2021,124.4671925,125.6136839,123.4089036,123.5754852,71186400
11-06-2021,123.9870383,124.878753,123.56568,124.7905579,53522400
14-06-2021,125.251107,127.9164349,124.5161803,127.8576431,96906500
15-06-2021,127.328512,127.9752511,126.7895627,127.0345383,62746300
16-06-2021,127.7498356,128.2593889,125.8782339,127.534256,91815000
17-06-2021,127.1913308,129.8860623,127.0443364,129.1413269,96721700
18-06-2021,128.0830111,128.8669208,127.6224559,127.8380356,108953300
21-06-2021,127.6812781,129.7488726,126.6131881,129.6410828,79663300
22-06-2021,129.4744974,131.385304,128.9747377,131.2873077,74783600
23-06-2021,131.0815398,131.6204891,130.5523842,131.0129395,60214200
24-06-2021,131.7478669,131.9340507,130.2584111,130.728775,68711000
25-06-2021,130.7777863,131.1991372,130.1408407,130.4348145,70783700
28-06-2021,130.7287516,132.531768,130.6699598,132.0712128,62111300
29-06-2021,132.0908385,133.7468759,131.6498854,133.5900879,64556100
30-06-2021,133.4332968,134.648381,133.1393231,134.207428,63261400
01-07-2021,133.8546672,134.5699917,133.0315378,134.5112,52485800
02-07-2021,135.1285141,137.1863148,134.9815347,137.1471252,78852600
06-07-2021,137.2549494,140.2730359,137.2549494,139.1657562,108181800
07-07-2021,140.6551463,141.9780201,139.7928426,141.6644592,104911600
08-07-2021,138.7345647,141.1647181,137.8428501,140.3612061,105575500
09-07-2021,139.8810338,142.7227441,139.7830376,142.1936035,99890800
12-07-2021,143.2715258,143.3793156,141.1059351,141.5958862,76299700
13-07-2021,141.1353237,144.4963962,140.7433687,142.7129669,100827100
14-07-2021,145.1235346,146.5639922,144.7119625,146.15242,127050800
15-07-2021,146.2406154,146.9853357,144.1338166,145.4958801,106820300
16-07-2021,145.4762651,146.7501258,142.9481161,143.4478607,93251400
19-07-2021,140.8609579,141.1745338,138.8227593,139.5870819,121434600
20-07-2021,140.576783,144.1436266,140.0868319,143.2127075,96350000
21-07-2021,142.6051753,143.1931226,141.7232692,142.4777832,74993500
22-07-2021,143.0069083,145.2214815,142.8795162,143.8496246,77338200
23-07-2021,144.584599,145.731083,143.9672557,145.574295,71447400
26-07-2021,145.2901204,146.8187656,144.7315689,145.9956512,72434100
27-07-2021,146.1230437,146.2112463,142.6247998,143.820282,104818600
28-07-2021,141.8996416,144.016234,139.6752593,142.0662231,118931200
29-07-2021,141.7820627,143.6046816,141.6742729,142.7129669,56699500
30-07-2021,141.478307,143.3891137,141.2137292,142.9285583,70440600
02-08-2021,143.4185431,143.996682,142.3308506,142.5954285,62880000
03-08-2021,142.8795101,145.0646874,142.262167,144.3983612,64786600
04-08-2021,144.310219,144.8197574,143.3401103,143.9966431,56368300
05-08-2021,144.0260372,144.8687538,143.2323187,144.1044312,46397700
06-08-2021,143.6235901,144.3694264,142.9170021,143.4174957,54126800
09-08-2021,143.4763748,143.9670601,142.80905,143.3684235,48908700
10-08-2021,143.711875,144.9582195,142.5931134,142.8875275,69023100
11-08-2021,143.329163,143.9866794,142.8188461,143.1427002,48493500
12-08-2021,143.4665593,146.2732796,143.1230736,146.1162567,72282600
13-08-2021,146.194759,146.6560043,145.5078026,146.3223419,59375000
16-08-2021,145.7727501,148.3733906,143.7413212,148.3046875,103296000
17-08-2021,147.431277,148.8542612,146.3125153,147.3920288,92229700
18-08-2021,147.0092781,147.912137,143.4272675,143.6333618,86326000
19-08-2021,142.3281542,145.2428256,141.808029,143.967041,86960300
20-08-2021,144.6932933,145.7335438,144.0455851,145.4293213,60549600
23-08-2021,145.5470471,147.3920283,145.1348733,146.9209747,60131800
24-08-2021,146.6658257,148.0495617,146.3714115,146.8326569,48606400
25-08-2021,147.01913,147.5196386,145.0465805,145.5961456,58991300
26-08-2021,145.5863198,146.3419643,144.7619572,144.7913971,48597200
27-08-2021,144.7325047,145.9788494,144.09462,145.8316498,55802400
30-08-2021,146.2242141,150.6305733,145.8414802,150.2674561,90956700
31-08-2021,149.8160194,149.9534107,148.4715317,149.0014801,86453100
01-09-2021,149.9828231,152.0927633,149.5019463,149.6687775,80313700
02-09-2021,151.0034698,151.8376407,149.560854,150.7875671,71115500
03-09-2021,150.8955428,151.7493454,150.2380263,151.4254913,57808700
07-09-2021,152.0829616,154.3302931,151.513765,153.7709198,82278300
08-09-2021,154.0555408,154.1144206,151.1114292,152.2203827,74420200
09-09-2021,152.5933125,153.2017574,151.0819934,151.1997681,57305700
10-09-2021,152.112426,152.5834797,145.929789,146.1947632,140893200
13-09-2021,147.8238437,148.5991198,145.9788624,146.7639618,102404300
14-09-2021,147.5490782,148.2556663,144.1731609,145.360611,109296300
15-09-2021,145.7923711,146.6559818,143.6431677,146.2536163,83281300
16-09-2021,145.6746263,146.1947514,144.4773532,146.0180969,68034100
17-09-2021,146.0475351,146.0475351,143.0445294,143.3389435,129868800
20-09-2021,141.1210788,142.1416975,138.6382127,140.2770996,123478900
21-09-2021,141.2486197,141.906151,140.1200499,140.7579346,75834000
22-09-2021,141.758946,143.7020552,141.0229183,143.1328735,76404300
23-09-2021,143.9179805,144.3399776,142.9268017,144.094635,64838200
24-09-2021,142.9464163,144.7226943,142.8482733,144.1829376,53477900
27-09-2021,142.7599472,143.2408241,141.1406921,142.6618042,74150700
28-09-2021,140.5812985,142.053354,139.0503632,139.2662659,108972300
29-09-2021,139.8158497,141.758959,139.3840443,140.1691437,74602000
30-09-2021,140.983655,141.6902427,138.6479889,138.8638916,89056700
01-10-2021,139.2564496,140.2574516,136.5184329,139.9924774,94639600
04-10-2021,139.1190212,139.5606497,135.6940491,136.5478363,98322000
